102,240,426,278
102,364,478,404
101,400,154,440
102,940,478,979
135,677,206,713
85,842,153,876
136,780,478,818
100,978,155,1019
170,649,478,688
118,813,188,852
492,545,548,582
151,115,479,168
85,207,495,244
84,522,205,562
495,423,546,458
493,262,547,300
85,907,478,945
493,999,547,1036
85,490,495,527
85,332,495,369
