153,45,273,82
426,724,512,759
420,584,599,651
83,975,155,1019
85,907,478,944
151,114,497,170
85,240,426,280
16,16,392,65
493,259,564,302
507,722,599,793
170,651,478,688
83,838,121,879
85,206,512,243
85,330,495,369
494,542,563,584
136,781,478,818
83,521,206,565
85,489,495,527
33,937,478,982
458,29,531,79
84,400,154,441
477,418,563,460
85,364,478,405
118,673,171,714
