153,121,426,155
102,492,495,526
204,332,495,367
136,15,324,48
85,207,512,242
85,243,426,279
422,595,482,635
153,650,478,689
119,368,478,403
119,908,478,942
85,332,170,365
527,729,582,784
81,523,157,565
136,943,478,980
119,783,478,816
521,599,587,657
425,724,496,763
204,47,256,80
